date_group,time_group,지점,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
15일,05시,184,16.273333333333333,0.0,205.73166666666674,2.613333333333334,1024.1983333333333,1026.6983333333333,58.458333333333336,0.0,0.0
15일,06시,184,15.526666666666673,0.0,201.93499999999995,1.7066666666666663,1024.1416666666657,1026.6416666666657,64.25333333333336,0.001,0.0
15일,07시,184,15.66666666666666,0.0,185.25666666666655,1.5616666666666668,1024.308333333334,1026.808333333334,65.65,0.069,0.0
15일,08시,184,16.953333333333333,0.0,172.50833333333327,1.5716666666666665,1024.8566666666677,1027.3566666666677,63.89166666666668,0.2851666666666666,0.0
15일,09시,184,17.70166666666667,0.0,140.87333333333333,1.4849999999999999,1025.0283333333325,1027.5283333333325,62.135000000000005,0.7068333333333334,0.0
15일,10시,184,17.95333333333332,0.0,31.685,3.1300000000000003,1025.123333333332,1027.623333333332,63.91333333333334,1.3968333333333336,0.0
15일,11시,184,18.026666666666664,0.0,88.265,1.6249999999999998,1024.8349999999996,1027.3349999999996,65.62000000000002,2.042333333333333,0.0
15일,12시,184,17.721666666666657,0.16000000000000003,101.54333333333334,1.5433333333333332,1024.4883333333332,1026.9883333333332,74.02000000000001,2.4593333333333334,1.2
15일,13시,184,17.428333333333335,0.6150000000000007,248.2933333333332,1.6950000000000007,1023.6733333333337,1026.1733333333336,83.99000000000001,3.133333333333334,141.6
15일,14시,184,17.27500000000001,1.038333333333333,225.5583333333333,0.8750000000000004,1023.0416666666665,1025.5416666666665,87.73833333333333,3.491833333333333,144.0
15일,15시,184,18.542372881355924,1.7677966101694895,118.18305084745761,2.433898305084745,1022.9203389830514,1025.4135593220346,82.25593220338983,3.7323728813559325,144.0
15일,16시,184,18.673333333333343,1.853333333333335,89.54166666666666,2.9883333333333324,1022.9433333333338,1025.4433333333338,79.71333333333335,3.8639999999999977,144.0
15일,17시,184,18.628333333333337,1.900000000000002,96.59000000000005,2.578333333333333,1023.0099999999992,1025.5099999999993,78.56166666666667,3.923500000000004,144.0
15일,18시,184,18.30666666666667,2.101666666666667,105.15666666666667,2.138333333333333,1023.3716666666672,1025.8716666666671,79.62666666666662,3.930000000000005,144.0
15일,19시,184,17.904999999999987,2.5716666666666645,97.51833333333333,2.438333333333333,1023.6599999999997,1026.1599999999996,81.55499999999999,3.930000000000005,144.0
15일,20시,184,17.863333333333312,3.0633333333333295,132.42333333333335,2.1116666666666672,1023.9199999999995,1026.4199999999994,79.56833333333333,3.930000000000005,144.0
15일,21시,184,17.789999999999996,3.199999999999997,135.07833333333332,1.675,1024.1883333333328,1026.6883333333328,78.41833333333335,3.930000000000005,144.0
15일,22시,184,17.661666666666672,3.199999999999997,142.86333333333334,1.6750000000000005,1024.4533333333334,1026.9533333333334,75.895,3.930000000000005,144.0
16일,05시,184,16.398333333333323,0.0,123.82333333333335,2.0933333333333337,1023.5183333333324,1026.0183333333325,74.675,0.0,0.0
16일,06시,184,16.188333333333343,0.0,126.04666666666668,1.9700000000000002,1023.6633333333326,1026.1633333333327,74.37666666666668,0.0003333333333333333,0.0
16일,07시,184,16.246666666666673,0.0,123.36666666666669,2.115,1023.810000000001,1026.310000000001,72.93833333333332,0.09416666666666669,79.8
16일,08시,184,18.005000000000003,0.0,112.62666666666662,2.055,1024.0466666666657,1026.5466666666657,65.66833333333334,0.6281666666666667,1098.0
16일,09시,184,19.365,0.0,62.21000000000001,3.4966666666666666,1024.3000000000013,1026.7499999999998,56.484999999999985,1.479,1840.8
16일,10시,184,19.928333333333338,0.0,56.345,3.7083333333333326,1024.315000000001,1026.7616666666677,53.30166666666666,2.8230000000000004,3010.2
16일,11시,184,20.57666666666666,0.0,57.29666666666667,3.7433333333333327,1024.1183333333336,1026.605,50.434999999999995,4.863666666666666,5527.8
16일,12시,184,20.765,0.0,53.23166666666667,3.8066666666666666,1023.1816666666668,1025.6333333333332,48.97166666666668,7.533,9021.6
16일,13시,184,20.613333333333337,0.0,52.99000000000001,3.7266666666666666,1022.2099999999997,1024.6583333333333,48.25666666666668,10.223666666666668,12618.0
16일,14시,184,20.37999999999999,0.0,46.88833333333333,3.513333333333334,1021.9750000000005,1024.4366666666674,49.16333333333334,12.644666666666668,16218.0
16일,15시,184,19.924999999999997,0.0,41.80166666666666,3.9066666666666667,1021.7616666666668,1024.194999999999,50.49666666666668,14.566166666666666,19818.0
16일,16시,184,19.578333333333337,0.0,52.75666666666667,3.363333333333334,1021.8583333333337,1024.258333333334,50.66833333333332,15.833166666666667,23418.0
16일,17시,184,18.971666666666657,0.0,87.35499999999998,1.6933333333333331,1021.8766666666667,1024.3249999999998,49.92166666666667,16.37916666666667,26881.8
16일,18시,184,18.308333333333334,0.0,156.12500000000003,1.5566666666666669,1022.0449999999997,1024.5449999999996,52.43833333333334,16.440000000000026,27828.0
16일,19시,184,17.413333333333334,0.0,175.33333333333331,1.2016666666666669,1022.2100000000011,1024.710000000001,56.533333333333346,16.440000000000026,27828.0
16일,20시,184,17.11,0.0,172.25166666666664,1.2899999999999998,1022.3166666666675,1024.8166666666677,57.52000000000001,16.440000000000026,27828.0
16일,21시,184,16.86833333333333,0.0,190.58333333333331,0.9283333333333336,1022.2666666666668,1024.7666666666669,61.638333333333335,16.440000000000026,27828.0
16일,22시,184,16.315000000000005,0.0,181.27166666666668,1.4233333333333336,1022.1016666666667,1024.6016666666667,66.84333333333333,16.440000000000026,27828.0
17일,05시,184,16.690000000000015,0.0,170.19333333333336,1.5366666666666675,1020.4266666666671,1022.9266666666671,76.0783333333333,0.0,0.0
17일,06시,184,16.514999999999997,0.0,159.58666666666667,1.4416666666666664,1020.4116666666679,1022.9116666666679,72.32166666666666,0.0,0.0
17일,07시,184,16.91333333333333,0.0,153.61166666666665,1.8233333333333335,1020.5133333333335,1023.0133333333335,67.34333333333332,0.095,99.6
17일,08시,184,19.156666666666663,0.0,139.40833333333333,1.2550000000000001,1020.6433333333337,1023.0749999999991,63.36333333333335,0.8266666666666668,2108.4
17일,09시,184,20.286666666666672,0.0,98.06833333333334,2.1199999999999997,1020.9949999999995,1023.411666666667,59.086666666666666,1.7745,3486.6
17일,10시,184,20.915000000000003,0.0,53.285000000000004,3.261666666666667,1020.8416666666678,1023.2666666666653,55.12833333333335,3.330666666666667,5236.2
17일,11시,184,20.681666666666665,0.0,47.056666666666665,4.033333333333333,1020.7966666666676,1023.2166666666669,58.899999999999984,5.3370000000000015,7528.2
17일,12시,184,20.554999999999996,0.0,40.56333333333334,4.378333333333333,1020.5699999999997,1022.9933333333327,64.93499999999999,6.781333333333335,8228.4
17일,13시,184,20.553333333333345,0.0,40.048333333333325,5.375,1019.6116666666665,1022.0166666666674,67.94,8.660833333333333,10138.2
17일,14시,184,20.326666666666657,0.0,38.096666666666664,5.870000000000001,1019.3733333333334,1021.7933333333328,69.02500000000002,10.327666666666666,11688.6
17일,15시,184,20.156666666666673,0.0,43.28166666666665,4.766666666666666,1019.0966666666661,1021.5133333333337,69.10833333333332,11.391166666666669,12377.4
17일,16시,184,20.051666666666673,0.0,54.15833333333333,4.045,1019.2916666666675,1021.7850000000009,70.40666666666667,11.805999999999996,12384.0
17일,17시,184,19.969999999999995,0.0,71.99499999999999,3.176666666666667,1019.1383333333322,1021.6083333333324,70.93333333333334,11.949833333333338,12384.0
17일,18시,184,19.981666666666662,0.0,76.555,2.9366666666666674,1019.1116666666657,1021.589999999999,71.66499999999998,11.960000000000006,12384.0
17일,19시,184,20.221666666666653,0.0,69.9566666666667,3.5366666666666675,1019.2700000000011,1021.689999999999,70.76666666666667,11.960000000000006,12384.0
17일,20시,184,20.47333333333332,0.0,63.956666666666656,4.401666666666667,1019.2983333333325,1021.6983333333325,71.69500000000001,11.960000000000006,12384.0
17일,21시,184,20.616666666666664,0.0,60.90999999999999,5.509999999999999,1019.1499999999996,1021.5499999999997,72.44166666666668,11.960000000000006,12384.0
17일,22시,184,20.54333333333334,0.0,70.92499999999998,3.833333333333334,1019.0883333333327,1021.4883333333338,72.84333333333332,11.960000000000006,12384.0
18일,05시,184,18.456666666666656,4.286666666666667,101.61166666666664,2.3066666666666666,1017.5166666666668,1019.9166666666675,91.205,0.0,0.0
18일,06시,184,18.27166666666666,6.431666666666668,103.79999999999998,2.145,1017.1200000000002,1019.5216666666664,92.77500000000003,0.0,0.0
18일,07시,184,18.728333333333328,6.5,100.21833333333332,2.426666666666667,1017.3149999999997,1019.7149999999999,89.99833333333335,0.0,0.0
18일,08시,184,18.67000000000001,6.826666666666664,85.48000000000003,2.371666666666667,1017.634999999999,1020.0349999999995,91.81333333333332,0.004000000000000001,0.0
18일,09시,184,18.97166666666667,7.598333333333342,59.396666666666675,4.478333333333333,1017.3299999999999,1019.7300000000006,92.60999999999999,0.04400000000000001,0.0
18일,10시,184,19.12000000000001,7.671666666666665,53.50166666666668,4.925000000000001,1017.4500000000008,1019.8500000000003,92.46666666666668,0.16100000000000003,0.0
18일,11시,184,19.068333333333342,7.8999999999999915,55.696666666666665,4.573333333333333,1017.2483333333329,1019.6483333333329,90.8216666666667,0.3485000000000001,0.0
18일,12시,184,19.093333333333337,7.8999999999999915,52.79833333333333,4.063333333333334,1016.6849999999997,1019.0850000000003,90.37166666666668,0.5236666666666664,0.0
18일,13시,184,19.10333333333334,7.8999999999999915,48.07500000000001,4.344999999999999,1015.9483333333334,1018.3483333333332,89.98,0.6751666666666669,0.0
18일,14시,184,19.219999999999988,7.8999999999999915,45.75666666666667,4.251666666666666,1015.4316666666663,1017.8316666666664,89.82166666666664,0.8348333333333329,0.0
18일,15시,184,19.448333333333327,7.8999999999999915,39.99666666666667,4.6883333333333335,1015.3616666666671,1017.7616666666678,89.13833333333334,1.023333333333333,0.0
18일,16시,184,19.525,7.8999999999999915,38.355,4.63,1015.4116666666673,1017.8116666666676,88.30833333333332,1.130666666666666,0.0
18일,17시,184,19.676666666666684,7.8999999999999915,35.646666666666654,5.0733333333333315,1015.495,1017.8950000000003,85.90166666666664,1.1599999999999981,0.0
18일,18시,184,19.72833333333333,7.8999999999999915,33.25666666666667,4.448333333333334,1015.7716666666677,1018.1716666666672,84.51833333333329,1.1599999999999981,0.0
18일,19시,184,19.713333333333313,7.8999999999999915,30.933333333333334,3.3800000000000003,1016.196666666667,1018.5966666666662,84.47666666666666,1.1599999999999981,0.0
18일,20시,184,19.884999999999984,7.8999999999999915,31.41833333333333,3.3233333333333324,1016.5316666666661,1018.9316666666671,82.08666666666667,1.1599999999999981,0.0
18일,21시,184,20.08166666666668,7.8999999999999915,21.223333333333336,3.443333333333335,1016.6983333333332,1019.0983333333321,78.43833333333332,1.1599999999999981,0.0
18일,22시,184,18.916666666666647,8.058333333333342,153.9933333333333,1.688333333333333,1016.815000000001,1019.2149999999995,89.00666666666666,1.1599999999999981,0.0
19일,05시,184,19.28666666666665,0.0,147.48666666666665,3.1933333333333334,1016.7266666666674,1019.1266666666666,82.75500000000002,0.0,0.0
19일,06시,184,19.291666666666647,0.0,233.43499999999995,2.5566666666666658,1017.1749999999998,1019.5749999999997,81.07666666666664,0.0,0.0
19일,07시,184,19.24833333333331,0.0,275.0016666666666,1.9316666666666669,1017.7166666666675,1020.1166666666663,82.30333333333333,0.05933333333333334,0.0
19일,08시,184,19.471666666666668,0.0,157.8166666666667,2.418333333333334,1018.311666666667,1020.7116666666675,81.78333333333332,0.28450000000000003,0.0
19일,09시,184,20.02499999999999,0.0,179.17166666666668,2.4933333333333336,1018.7866666666673,1021.2000000000008,78.84999999999998,0.8816666666666666,147.0
19일,10시,184,21.126666666666665,0.0,156.21666666666664,2.686666666666667,1019.0066666666667,1021.4066666666677,72.37833333333336,2.439833333333333,2045.4
19일,11시,184,21.134999999999994,0.0,198.89166666666674,2.9200000000000004,1018.8266666666673,1021.2266666666656,71.47833333333331,4.3021666666666665,4233.6
19일,12시,184,21.71333333333333,0.0,213.0716666666667,2.581666666666666,1018.5216666666671,1020.9216666666672,66.51666666666667,6.693166666666667,7401.0
19일,13시,184,21.934999999999995,0.0,219.67000000000004,2.5166666666666666,1017.9666666666669,1020.3666666666663,64.22499999999998,9.290166666666666,10992.6
19일,14시,184,21.890000000000008,0.0,224.91500000000002,2.1883333333333326,1017.6649999999995,1020.0649999999997,65.43666666666665,11.603499999999999,14486.4
19일,15시,184,21.86166666666666,0.0,315.1783333333333,2.660000000000001,1017.7750000000009,1020.175000000001,66.11166666666666,13.266666666666667,17337.6
19일,16시,184,21.091666666666665,0.0,290.8566666666667,2.485,1017.9816666666667,1020.3816666666677,67.98833333333332,14.109833333333333,19068.6
19일,17시,184,20.474999999999984,0.0,257.4483333333334,2.013333333333333,1018.0766666666656,1020.4766666666666,70.12333333333332,14.421000000000019,20015.4
19일,18시,184,20.005,0.0,299.53333333333336,2.4683333333333333,1018.3933333333337,1020.7933333333341,72.31166666666664,14.450000000000014,20088.0
19일,19시,184,19.938333333333333,0.0,290.86499999999995,1.8683333333333327,1018.9483333333332,1021.3966666666669,71.11166666666668,14.450000000000014,20088.0
19일,20시,184,19.148333333333326,0.0,220.69833333333335,1.2050000000000003,1019.2733333333344,1021.6733333333323,71.63333333333337,14.450000000000014,20088.0
19일,21시,184,18.66333333333333,0.0,190.23,1.131666666666667,1019.2449999999985,1021.6916666666657,73.96833333333333,14.450000000000014,20088.0
19일,22시,184,18.276666666666667,0.0,196.0583333333333,0.97,1019.0166666666669,1021.5166666666669,76.10499999999998,14.450000000000014,20088.0
20일,05시,184,16.210000000000004,0.0,164.7133333333334,1.605,1019.0033333333332,1021.5033333333332,77.36500000000001,0.0,0.0
20일,06시,184,15.581666666666672,0.0,172.6216666666667,1.8633333333333335,1019.0616666666658,1021.5616666666658,78.54999999999997,0.0,0.0
20일,07시,184,16.04,0.0,160.02333333333337,1.6966666666666665,1019.195,1021.695,77.78500000000001,0.12133333333333335,1444.8
20일,08시,184,18.695000000000004,0.0,160.2216666666666,1.2716666666666663,1019.8949999999991,1022.3549999999994,67.67666666666666,0.7865000000000001,4968.6
20일,09시,184,20.7,0.0,151.42999999999992,1.1166666666666667,1020.1466666666663,1022.5533333333331,70.49,2.0343333333333335,8070.6
20일,10시,184,20.616666666666664,0.0,43.42499999999999,2.793333333333334,1019.8049999999992,1022.2216666666662,75.82833333333333,3.5165000000000006,9899.4
20일,11시,184,20.69666666666666,0.0,26.808333333333326,3.663333333333334,1019.1600000000003,1021.5600000000005,76.79166666666669,5.149166666666665,11510.4
20일,12시,184,21.01833333333333,0.0,28.845000000000002,4.258333333333334,1018.4133333333328,1020.813333333333,76.73666666666665,6.994166666666669,13434.6
20일,13시,184,20.619999999999994,0.0,27.61833333333334,3.811666666666666,1017.6716666666673,1020.0716666666673,80.42666666666669,8.289500000000002,14235.0
20일,14시,184,20.776666666666653,0.0,37.01,4.454999999999999,1017.2066666666657,1019.6066666666662,78.13166666666667,8.818666666666667,14364.0
20일,15시,184,21.259999999999994,0.0,53.775000000000006,3.595000000000001,1017.176666666666,1019.5766666666656,72.15000000000002,9.372666666666667,14455.2
20일,16시,184,21.22333333333335,0.0,61.28166666666666,2.9666666666666655,1017.2833333333341,1019.6833333333324,65.92666666666666,10.001666666666669,15393.6
20일,17시,184,20.83666666666667,0.0,89.21333333333334,2.0200000000000005,1017.166666666666,1019.5666666666662,65.68,10.382833333333329,18187.2
20일,18시,184,19.629999999999995,0.0,135.145,1.6533333333333335,1017.0883333333321,1019.4883333333331,73.19833333333335,10.429999999999996,19008.0
20일,19시,184,18.96333333333332,0.0,157.61333333333334,1.6266666666666667,1017.2716666666679,1019.6716666666659,72.41666666666666,10.429999999999996,19008.0
20일,20시,184,18.668333333333344,0.0,144.70833333333331,1.9566666666666666,1017.2133333333323,1019.6133333333324,71.17000000000002,10.429999999999996,19008.0
20일,21시,184,18.485,0.0,143.69999999999996,1.8966666666666667,1017.2350000000009,1019.6349999999985,69.99499999999998,10.429999999999996,19008.0
20일,22시,184,18.59000000000001,0.0,145.61499999999998,1.631666666666667,1017.3033333333345,1019.7033333333322,69.37333333333332,10.429999999999996,19008.0
21일,05시,184,17.67666666666665,0.0,129.7533333333334,2.173333333333333,1015.3133333333342,1017.7749999999993,74.42333333333337,0.0,0.0
21일,06시,184,18.025000000000002,0.0,111.73333333333332,2.086666666666667,1015.4516666666667,1017.8783333333337,73.72499999999998,0.0,0.0
21일,07시,184,19.57166666666669,0.0,38.71,4.321666666666667,1015.6433333333322,1018.0433333333326,65.69666666666667,0.05550000000000002,0.0
21일,08시,184,20.075000000000003,0.0,45.455,4.1433333333333335,1015.8116666666675,1018.2116666666673,61.865,0.45899999999999996,780.0
21일,09시,184,20.961666666666666,0.0,52.151666666666664,4.031666666666667,1015.9700000000001,1018.3700000000008,58.318333333333314,1.7331666666666663,3758.4
21일,10시,184,21.46833333333333,0.0,51.66499999999999,4.141666666666666,1015.6566666666664,1018.0566666666667,55.46833333333334,3.512833333333333,6967.8
21일,11시,184,21.835,0.0,46.41666666666665,4.411666666666665,1015.0900000000001,1017.4900000000005,55.97166666666668,5.905666666666667,10331.4
21일,12시,184,22.025,0.0,46.65333333333332,4.341666666666665,1014.5299999999995,1016.9300000000002,57.94666666666668,8.507833333333336,13705.2
21일,13시,184,22.015,0.0,44.22666666666668,4.72,1013.8716666666664,1016.2716666666663,59.540000000000006,11.014,17089.8
21일,14시,184,22.158333333333328,0.0,52.111666666666686,4.22,1013.4083333333342,1015.8083333333332,58.29833333333331,13.315500000000004,20505.6
21일,15시,184,21.83,0.0,54.456666666666656,4.133333333333334,1013.2766666666678,1015.6766666666659,58.74833333333333,15.11666666666667,23830.8
21일,16시,184,21.198333333333323,0.0,57.08666666666665,3.6633333333333344,1013.4916666666663,1015.8916666666669,62.56833333333335,16.081666666666667,26218.8
21일,17시,184,20.686666666666678,0.0,73.68000000000002,2.536666666666667,1013.6883333333329,1016.0883333333321,66.12500000000001,16.419500000000028,27599.4
21일,18시,184,20.143333333333338,0.0,113.07166666666669,1.8516666666666666,1014.0183333333322,1016.4183333333328,64.48666666666668,16.440000000000026,27720.0
21일,19시,184,19.471666666666668,0.0,128.57499999999996,1.73,1014.2650000000002,1016.6649999999992,66.35666666666667,16.440000000000026,27720.0
21일,20시,184,19.07500000000001,0.0,134.34166666666667,1.9249999999999998,1014.3066666666679,1016.7066666666652,68.01166666666664,16.440000000000026,27720.0
21일,21시,184,18.885,0.0,131.525,1.615,1014.2333333333339,1016.6333333333318,69.045,16.440000000000026,27720.0
